"","month","day","hour","temp","precip","num_rides"
"58","01","03","09","00","0.78",11869
"59","01","03","10","00","1.44",14975
"60","01","03","11","00","2.36",17966
"61","01","03","12","00","3.71",21644
"62","01","03","13","00","5.70",23718
"63","01","03","14","00","4.78",24143
"64","01","03","15","00","8.37",23494
"65","01","03","16","00","9.57",20350
"66","01","03","17","00","9.89",22295
"67","01","03","18","00","10.00",25305
"68","01","03","19","00","10.10",25667
"69","01","03","20","00","10.21",20531
"70","01","03","21","00","10.16",21399
"71","01","03","22","00","10.44",22409
"72","01","03","23","00","10.51",22833
"73","01","04","00","00","10.34",20632
"74","01","04","01","00","9.90",17494
"75","01","04","02","00","9.91",13485
"76","01","04","03","00","3.63",9842
"77","01","04","04","00","2.87",6384
"78","01","04","05","00","3.21",3365
"79","01","04","06","00","2.90",3625
"80","01","04","07","00","2.61",4734
"81","01","04","08","00","2.54",7070
"82","01","04","09","00","2.56",10153
"83","01","04","10","00","2.66",14304
"84","01","04","11","00","2.72",16325
"85","01","04","12","00","3.30",18101
"86","01","04","13","00","4.05",18639
"87","01","04","14","00","4.37",18722
"88","01","04","15","00","4.73",18234
"89","01","04","16","00","4.81",18056
"90","01","04","17","00","4.56",18257
"91","01","04","18","00","4.07",18498
"92","01","04","19","00","3.77",18494
"93","01","04","20","00","3.41",17529
"94","01","04","21","00","2.87",14063
"95","01","04","22","00","2.42",12639
"96","01","04","23","00","2.14",10203
"97","01","05","00","00","2.10",7653
"98","01","05","01","00","1.82",4685
"99","01","05","02","00","0.29",3076
"100","01","05","03","00","-0.55",2071
"101","01","05","04","00","-0.84",2310
"102","01","05","05","00","-0.89",4218
"103","01","05","06","00","-0.79",11095
"104","01","05","07","00","-0.70",18866
"105","01","05","08","00","-0.70",22131
"106","01","05","09","00","-0.94",19602
"107","01","05","10","00","-0.64",16290
"108","01","05","11","00","0.75",16428
"109","01","05","12","00","2.50",17022
"110","01","05","13","00","3.52",17127
"111","01","05","14","00","4.72",18916
"112","01","05","15","00","5.68",19897
"113","01","05","16","00","6.12",17718
"114","01","05","17","00","5.70",21727
"115","01","05","18","00","4.66",26144
"116","01","05","19","00","2.49",25655
"117","01","05","20","00","1.48",22028
"118","01","05","21","00","1.14",19814
"119","01","05","22","00","1.23",16256
"120","01","05","23","00","0.81",12725
"121","01","06","00","00","0.08",8457
"122","01","06","01","00","-0.27",4968
"123","01","06","02","00","0.32",3107
"124","01","06","03","00","1.46",1976
"125","01","06","04","00","1.78",2159
"126","01","06","05","00","1.54",4083
"127","01","06","06","00","1.60",11366
"128","01","06","07","00","1.42",20044
"129","01","06","08","00","1.06",24491
"130","01","06","09","00","0.72",21343
"131","01","06","10","00","0.91",17697
"132","01","06","11","00","1.76",17191
"133","01","06","12","00","3.35",17987
"134","01","06","13","00","4.60",17464
"135","01","06","14","00","5.29",19314
"136","01","06","15","00","6.11",19604
"137","01","06","16","00","6.58",17538
"138","01","06","17","00","6.44",21171
"139","01","06","18","00","6.23",26845
"140","01","06","19","00","6.66",26026
"141","01","06","20","00","6.64",24401
"142","01","06","21","00","5.98",23308
"143","01","06","22","00","4.59",19331
"144","01","06","23","00","2.53",14453
"145","01","07","00","00","3.02",9190
"146","01","07","01","00","3.18",5580
"147","01","07","02","00","3.43",3331
"148","01","07","03","00","3.14",2282
"149","01","07","04","00","2.94",2296
"150","01","07","05","00","3.27",3900
"151","01","07","06","00","3.96",11458
"152","01","07","07","00","3.93",20908
"153","01","07","08","00","3.73",25759
"154","01","07","09","00","3.57",23237
"155","01","07","10","00","4.05",19681
"156","01","07","11","00","4.91",19492
"157","01","07","12","00","6.61",20325
"158","01","07","13","00","7.92",20469
"159","01","07","14","00","6.00",21766
"160","01","07","15","00","7.08",21441
"161","01","07","16","00","7.24",19067
"162","01","07","17","00","7.03",23561
"163","01","07","18","00","6.53",29597
"164","01","07","19","00","6.05",30512
"165","01","07","20","00","5.68",27882
"166","01","07","21","00","5.89",27163
"167","01","07","22","00","5.55",24117
"168","01","07","23","00","3.03",16639
"169","01","08","00","00","2.77",10430
"170","01","08","01","00","3.50",6034
"171","01","08","02","00","2.14",3606
"172","01","08","03","00","2.18",2444
"173","01","08","04","00","2.80",2266
"174","01","08","05","00","2.29",4016
"175","01","08","06","00","3.42",12079
"176","01","08","07","00","4.16",22534
"177","01","08","08","00","5.99",27142
"178","01","08","09","00","5.59",24633
"179","01","08","10","00","5.27",21183
"180","01","08","11","00","7.56",20198
"181","01","08","12","00","8.74",20955
"182","01","08","13","00","9.71",20408
"183","01","08","14","00","10.09",22304
"184","01","08","15","00","10.52",22869
"185","01","08","16","00","10.32",19145
"186","01","08","17","00","10.03",23738
"187","01","08","18","00","9.84",29732
"188","01","08","19","00","9.43",30515
"189","01","08","20","00","9.32",28953
"190","01","08","21","00","8.95",28159
"191","01","08","22","00","8.98",26724
"192","01","08","23","00","8.93",20853
"193","01","09","00","00","8.78",13948
"194","01","09","01","00","8.48",8392
"195","01","09","02","00","7.69",5515
"196","01","09","03","00","7.33",3713
"197","01","09","04","00","7.05",3028
"198","01","09","05","00","6.42",4201
"199","01","09","06","00","6.75",11302
"200","01","09","07","00","6.61",18011
"201","01","09","08","00","6.54",18895
"202","01","09","09","00","6.62",20194
"203","01","09","10","00","7.04",19100
"204","01","09","11","00","8.20",18731
"205","01","09","12","00","9.64",19817
"206","01","09","13","00","10.39",19811
"207","01","09","14","00","9.65",21706
"208","01","09","15","00","10.16",21485
"209","01","09","16","00","9.97",18628
"210","01","09","17","00","9.60",24055
"211","01","09","18","00","10.16",30655
"212","01","09","19","00","10.63",32571
"213","01","09","20","00","11.22",29015
"214","01","09","21","00","11.56",27733
"215","01","09","22","00","12.02",28687
"216","01","09","23","00","12.12",28754
"217","01","10","00","00","12.18",26586
"218","01","10","01","00","12.47",21782
"219","01","10","02","00","12.84",17535
"220","01","10","03","00","12.75",12487
"221","01","10","04","00","12.63",7673
"222","01","10","05","00","12.47",3856
"223","01","10","06","00","12.37",4797
"224","01","10","07","00","12.28",7676
"225","01","10","08","00","12.47",11425
"226","01","10","09","00","12.67",17546
"227","01","10","10","00","12.95",20906
"228","01","10","11","00","13.95",24645
"229","01","10","12","00","14.86",26936
"230","01","10","13","00","15.35",26292
"231","01","10","14","00","15.37",25200
"232","01","10","15","00","15.30",27145
"233","01","10","16","00","14.87",24870
"234","01","10","17","00","14.64",26401
"235","01","10","18","00","14.15",30966
"236","01","10","19","00","13.38",31396
"237","01","10","20","00","13.11",29979
"238","01","10","21","00","12.64",27413
"239","01","10","22","00","12.45",30186
"240","01","10","23","00","12.12",31842
"241","01","11","00","00","11.53",28873
"242","01","11","01","00","9.28",24937
"243","01","11","02","00","7.90",20440
"244","01","11","03","00","6.64",15274
"245","01","11","04","00","5.98",8943
"246","01","11","05","00","5.59",4036
"247","01","11","06","00","5.31",4174
"248","01","11","07","00","5.26",5816
"249","01","11","08","00","5.09",9165
"250","01","11","09","00","4.34",13808
"251","01","11","10","00","4.75",18480
"252","01","11","11","00","5.20",22110
"253","01","11","12","00","5.41",24286
"254","01","11","13","00","5.03",24336
"255","01","11","14","00","5.03",22636
"256","01","11","15","00","5.43",21937
"257","01","11","16","00","5.43",22216
"258","01","11","17","00","5.18",23176
"259","01","11","18","00","4.31",22971
"260","01","11","19","00","4.17",21060
"261","01","11","20","00","4.17",17356
"262","01","11","21","00","3.96",16315
"263","01","11","22","00","3.88",14489
"264","01","11","23","00","3.91",12795
"265","01","12","00","00","3.83",7691
"266","01","12","01","00","3.65",4265
"267","01","12","02","00","3.25",3040
"268","01","12","03","00","3.21",2295
"269","01","12","04","00","2.87",2319
"270","01","12","05","00","2.72",4281
"271","01","12","06","00","2.69",11556
"272","01","12","07","00","2.90",20218
"273","01","12","08","00","2.88",24227
"274","01","12","09","00","3.20",22719
"275","01","12","10","00","3.75",19871
"276","01","12","11","00","4.99",19553
"277","01","12","12","00","6.58",20790
"278","01","12","13","00","8.78",20182
"279","01","12","14","00","10.12",21747
"280","01","12","15","00","11.52",21430
"281","01","12","16","00","12.15",18041
"282","01","12","17","00","11.99",21610
"283","01","12","18","00","11.24",26327
"284","01","12","19","00","9.81",25520
"285","01","12","20","00","8.42",23628
"286","01","12","21","00","8.31",22215
"287","01","12","22","00","6.77",19296
"288","01","12","23","00","5.82",13546
"289","01","13","00","00","5.05",11061
"290","01","13","01","00","4.33",5511
"291","01","13","02","00","5.19",3448
"292","01","13","03","00","5.42",2160
"293","01","13","04","00","5.18",2251
"294","01","13","05","00","5.50",4113
"295","01","13","06","00","5.94",11627
"296","01","13","07","00","4.99",21863
"297","01","13","08","00","3.54",26062
"298","01","13","09","00","4.09",24479
"299","01","13","10","00","5.67",21986
"300","01","13","11","00","7.13",22052
"301","01","13","12","00","9.90",22747
"302","01","13","13","00","11.76",21910
"303","01","13","14","00","11.54",24020
"304","01","13","15","00","12.25",23270
"305","01","13","16","00","11.86",18907
"306","01","13","17","00","11.27",22734
"307","01","13","18","00","10.49",28884
"308","01","13","19","00","9.96",29790
"309","01","13","20","00","9.71",29236
"310","01","13","21","00","9.47",28619
"311","01","13","22","00","9.07",24574
"312","01","13","23","00","9.76",17213
"313","01","14","00","00","10.58",11076
"314","01","14","01","00","10.66",6499
"315","01","14","02","00","9.95",4133
"316","01","14","03","00","9.81",2973
"317","01","14","04","00","9.76",2739
"318","01","14","05","00","8.57",4486
"319","01","14","06","00","8.03",12082
"320","01","14","07","00","7.34",22311
"321","01","14","08","00","7.25",26221
"322","01","14","09","00","6.93",24625
"323","01","14","10","00","7.48",21281
"324","01","14","11","00","6.99",21003
"325","01","14","12","00","7.06",21599
"326","01","14","13","00","8.03",21099
"327","01","14","14","00","8.72",22582
"328","01","14","15","00","8.81",21614
"329","01","14","16","00","8.98",17849
"330","01","14","17","00","8.52",22232
"331","01","14","18","00","7.79",28517
"332","01","14","19","00","7.32",29482
"333","01","14","20","00","7.55",27266
"334","01","14","21","00","6.60",27429
"335","01","14","22","00","6.05",25341
"336","01","14","23","00","5.46",18217
"337","01","15","00","00","4.26",11389
"338","01","15","01","00","4.30",6785
"339","01","15","02","00","5.21",4246
"340","01","15","03","00","5.49",2901
"341","01","15","04","00","5.52",2679
"342","01","15","05","00","6.04",4380
"343","01","15","06","00","6.90",12016
"344","01","15","07","00","7.34",21875
"345","01","15","08","00","7.20",26056
"346","01","15","09","00","7.13",24517
"347","01","15","10","00","7.44",21128
"348","01","15","11","00","8.56",20268
"349","01","15","12","00","9.17",21440
"350","01","15","13","00","9.65",20628
"351","01","15","14","00","11.81",22373
"352","01","15","15","00","13.20",21715
"353","01","15","16","00","13.13",17706
"354","01","15","17","00","12.41",21760
"355","01","15","18","00","10.55",28060
"356","01","15","19","00","9.57",29867
"357","01","15","20","00","9.15",29081
"358","01","15","21","00","8.90",29105
"359","01","15","22","00","8.96",27978
"360","01","15","23","00","9.02",23233
"361","01","16","00","00","8.96",15958
"362","01","16","01","00","8.53",9830
"363","01","16","02","00","8.66",6769
"364","01","16","03","00","6.59",4418
"365","01","16","04","00","5.36",3851
"366","01","16","05","00","5.32",4765
"367","01","16","06","00","7.35",11742
"368","01","16","07","00","9.26",21074
"369","01","16","08","00","7.70",24998
"370","01","16","09","00","6.52",23605
"371","01","16","10","00","7.07",20583
"372","01","16","11","00","8.95",20199
"373","01","16","12","00","9.95",21320
"374","01","16","13","00","10.77",20952
"375","01","16","14","00","11.48",23369
"376","01","16","15","00","12.61",21699
"377","01","16","16","00","12.24",18571
"378","01","16","17","00","10.44",23426
"379","01","16","18","00","8.41",29819
"380","01","16","19","00","7.68",32378
"381","01","16","20","00","7.34",30337
"382","01","16","21","00","6.74",29246
"383","01","16","22","00","6.41",29898
"384","01","16","23","00","6.17",29317
"385","01","17","00","00","5.92",26846
"386","01","17","01","00","5.85",21792
"387","01","17","02","00","5.75",17353
"388","01","17","03","00","5.57",12807
"389","01","17","04","00","4.98",8221
"390","01","17","05","00","4.46",4113
"391","01","17","06","00","4.50",4984
"392","01","17","07","00","4.59",6922
"393","01","17","08","00","4.60",11841
"394","01","17","09","00","4.46",16425
"395","01","17","10","00","4.47",19177
"396","01","17","11","00","3.95",21593
"397","01","17","12","00","4.36",23480
"398","01","17","13","00","4.32",23780
"399","01","17","14","00","3.55",22696
"400","01","17","15","00","4.15",24031
"401","01","17","16","00","5.06",22596
"402","01","17","17","00","5.39",24966
"403","01","17","18","00","4.15",28426
"404","01","17","19","00","3.12",29724
"405","01","17","20","00","2.33",24934
"406","01","17","21","00","1.67",24786
"407","01","17","22","00","1.07",27271
"408","01","17","23","00","0.26",28063
"409","01","18","00","00","-0.65",27343
"410","01","18","01","00","-0.75",23852
"411","01","18","02","00","-0.66",20765
"412","01","18","03","00","-0.49",15849
"413","01","18","04","00","-0.20",9510
"414","01","18","05","00","0.52",4254
"415","01","18","06","00","0.48",3930
"416","01","18","07","00","-0.69",5291
"417","01","18","08","00","-1.02",9027
"418","01","18","09","00","-0.91",13916
"419","01","18","10","00","-0.18",19858
"420","01","18","11","00","0.88",24424
"421","01","18","12","00","2.52",25810
"422","01","18","13","00","4.03",25864
"423","01","18","14","00","3.99",26234
"424","01","18","15","00","5.25",24110
"425","01","18","16","00","5.65",21062
"426","01","18","17","00","5.18",21010
"427","01","18","18","00","4.58",22489
"428","01","18","19","00","3.44",17979
"429","01","18","20","00","2.25",16615
"430","01","18","21","00","1.12",16345
"431","01","18","22","00","-0.24",17246
"432","01","18","23","00","-0.66",14259
"433","01","19","00","00","-1.12",11666
"434","01","19","01","00","-0.86",8059
"435","01","19","02","00","-0.35",5727
"436","01","19","03","00","-0.77",4213
"437","01","19","04","00","-0.64",3441
"438","01","19","05","00","0.33",3244
"439","01","19","06","00","0.82",5791
"440","01","19","07","00","1.16",8057
"441","01","19","08","00","1.15",12431
"442","01","19","09","00","0.90",15188
"443","01","19","10","00","1.25",16571
"444","01","19","11","00","1.95",17906
"445","01","19","12","00","3.00",20083
"446","01","19","13","00","4.36",20754
"447","01","19","14","00","4.89",20986
"448","01","19","15","00","5.55",21220
"449","01","19","16","00","5.48",20083
"450","01","19","17","00","5.53",21172
"451","01","19","18","00","5.27",22960
"452","01","19","19","00","4.89",21171
"453","01","19","20","00","4.34",18406
"454","01","19","21","00","3.71",16928
"455","01","19","22","00","3.05",15598
"456","01","19","23","00","3.15",11140
"457","01","20","00","00","3.02",7244
"458","01","20","01","00","2.49",4297
"459","01","20","02","00","2.21",2853
"460","01","20","03","00","1.70",1866
"461","01","20","04","00","1.53",2101
"462","01","20","05","00","1.58",4390
"463","01","20","06","00","1.80",11891
"464","01","20","07","00","1.68",21001
"465","01","20","08","00","1.46",24793
"466","01","20","09","00","1.41",23165
"467","01","20","10","00","1.77",19726
"468","01","20","11","00","2.38",19049
"469","01","20","12","00","3.18",19410
"470","01","20","13","00","3.62",19185
"471","01","20","14","00","3.05",20743
"472","01","20","15","00","3.41",20649
"473","01","20","16","00","3.74",18008
"474","01","20","17","00","3.88",21937
"475","01","20","18","00","3.27",27844
"476","01","20","19","00","2.60",26837
"477","01","20","20","00","2.14",25740
"478","01","20","21","00","1.91",25535
"479","01","20","22","00","1.63",22121
"480","01","20","23","00","1.21",15196
"481","01","21","00","00","1.16",9391
"482","01","21","01","00","1.08",5787
"483","01","21","02","00","1.26",3709
"484","01","21","03","00","1.52",2455
"485","01","21","04","00","0.99",2449
"486","01","21","05","00","0.85",4169
"487","01","21","06","00","1.08",11648
"488","01","21","07","00","1.03",21689
"489","01","21","08","00","1.39",25826
"490","01","21","09","00","0.40",23812
"491","01","21","10","00","0.74",21294
"492","01","21","11","00","1.94",19990
"493","01","21","12","00","2.93",20746
"494","01","21","13","00","4.04",20266
"495","01","21","14","00","4.31",21839
"496","01","21","15","00","5.44",21244
"497","01","21","16","00","5.94",18323
"498","01","21","17","00","5.86",23083
"499","01","21","18","00","4.54",28955
"500","01","21","19","00","2.29",28853
"501","01","21","20","00","1.75",27153
"502","01","21","21","00","1.33",26976
"503","01","21","22","00","1.30",24628
"504","01","21","23","00","1.36",17201
"505","01","22","00","00","1.32",10893
"506","01","22","01","00","1.28",6695
"507","01","22","02","00","1.09",3928
"508","01","22","03","00","0.78",2833
"509","01","22","04","00","0.72",2619
"510","01","22","05","00","0.44",4200
"511","01","22","06","00","-0.14",11772
"512","01","22","07","00","-0.57",21815
"513","01","22","08","00","-0.70",25822
"514","01","22","09","00","-1.04",23540
"515","01","22","10","00","-1.36",20477
"516","01","22","11","00","-1.22",19934
"517","01","22","12","00","-0.43",21144
"518","01","22","13","00","0.64",20134
"519","01","22","14","00","3.38",22035
"520","01","22","15","00","4.18",21806
"521","01","22","16","00","4.47",18509
"522","01","22","17","00","4.24",23047
"523","01","22","18","00","3.35",29374
"524","01","22","19","00","2.12",31034
"525","01","22","20","00","1.31",29083
"526","01","22","21","00","0.69",29764
"527","01","22","22","00","0.09",28102
"528","01","22","23","00","-0.13",23548
"529","01","23","00","00","0.39",15769
"530","01","23","01","00","0.66",9955
"531","01","23","02","00","0.54",6751
"532","01","23","03","00","0.28",4552
"533","01","23","04","00","0.02",3687
"534","01","23","05","00","0.11",4488
"535","01","23","06","00","0.26",11580
"536","01","23","07","00","0.39",21412
"537","01","23","08","00","0.57",25072
"538","01","23","09","00","0.79",23542
"539","01","23","10","00","1.16",20552
"540","01","23","11","00","1.86",20511
"541","01","23","12","00","2.30",21470
"542","01","23","13","00","2.95",21258
"543","01","23","14","00","3.14",23087
"544","01","23","15","00","3.51",21905
"545","01","23","16","00","3.57",18369
"546","01","23","17","00","3.85",23276
"547","01","23","18","00","3.70",29362
"548","01","23","19","00","3.47",31422
"549","01","23","20","00","3.30",28929
"550","01","23","21","00","3.03",27820
"551","01","23","22","00","3.03",29128
"552","01","23","23","00","2.86",28543
"553","01","24","00","00","2.77",26312
"554","01","24","01","00","2.29",22178
"555","01","24","02","00","1.20",15023
"556","01","24","03","00","-0.03",11081
"557","01","24","04","00","-0.73",7181
"558","01","24","05","00","-0.77",3849
"559","01","24","06","00","-0.67",4788
"560","01","24","07","00","-0.53",7021
"561","01","24","08","00","-0.16",10719
"562","01","24","09","00","0.13",15620
"563","01","24","10","00","0.54",18411
"564","01","24","11","00","1.24",21346
"565","01","24","12","00","2.19",23235
"566","01","24","13","00","3.24",22863
"567","01","24","14","00","3.31",21628
"568","01","24","15","00","2.98",22226
"569","01","24","16","00","0.94",22092
"570","01","24","17","00","1.32",24193
"571","01","24","18","00","1.33",27403
"572","01","24","19","00","0.93",29175
"573","01","24","20","00","1.08",23801
"574","01","24","21","00","0.70",23691
"575","01","24","22","00","0.87",27748
"576","01","24","23","00","1.13",28921
"577","01","25","00","00","1.39",27548
"578","01","25","01","00","-0.22",24736
"579","01","25","02","00","-0.57",20982
"580","01","25","03","00","-0.38",15941
"581","01","25","04","00","-0.62",9360
"582","01","25","05","00","-0.52",4078
"583","01","25","06","00","-0.93",4205
"584","01","25","07","00","-0.95",5907
"585","01","25","08","00","-0.90",8209
"586","01","25","09","00","-0.70",12961
"587","01","25","10","00","-0.14",17851
"588","01","25","11","00","0.73",20868
"589","01","25","12","00","1.66",22991
"590","01","25","13","00","2.21",23335
"591","01","25","14","00","3.41",22813
"592","01","25","15","00","3.81",21363
"593","01","25","16","00","4.08",20990
"594","01","25","17","00","3.89",21770
"595","01","25","18","00","3.38",22895
"596","01","25","19","00","2.67",20049
"597","01","25","20","00","2.31",17603
"598","01","25","21","00","2.29",16393
"599","01","25","22","00","2.42",13739
"600","01","25","23","00","2.47",10992
"601","01","26","00","00","2.51",7201
"602","01","26","01","00","2.50",4433
"603","01","26","02","00","2.60",2858
"604","01","26","03","00","2.60",2341
"605","01","26","04","00","2.51",2695
"606","01","26","05","00","2.34",4794
"607","01","26","06","00","2.06",11819
"608","01","26","07","00","1.94",20082
"609","01","26","08","00","1.78",23177
"610","01","26","09","00","1.63",20586
"611","01","26","10","00","1.88",17156
"612","01","26","11","00","2.72",16859
"613","01","26","12","00","3.55",17687
"614","01","26","13","00","3.84",17905
"615","01","26","14","00","3.87",15296
"616","01","26","15","00","4.05",10237
"617","01","26","16","00","4.04",6928
"618","01","26","17","00","3.75",6292
"619","01","26","18","00","2.68",6805
"620","01","26","19","00","1.35",5537
"621","01","26","20","00","1.75",4314
"622","01","26","21","00","3.04",3437
"623","01","26","22","00","3.22",1519
"624","01","26","23","00","3.14",297
"625","01","27","00","00","3.46",115
"626","01","27","01","00","3.27",52
"627","01","27","02","00","2.75",39
"628","01","27","03","00","2.51",14
"629","01","27","04","00","2.67",24
"630","01","27","05","00","2.59",50
"631","01","27","06","00","2.34",145
"632","01","27","07","00","1.97",374
"633","01","27","08","00","1.94",1003
"634","01","27","09","00","2.15",2279
"635","01","27","10","00","2.74",3748
"636","01","27","11","00","3.32",4857
"637","01","27","12","00","3.66",5798
"638","01","27","13","00","3.76",6271
"639","01","27","14","00","4.47",7119
"640","01","27","15","00","4.80",8306
"641","01","27","16","00","5.15",9683
"642","01","27","17","00","4.88",12193
"643","01","27","18","00","4.56",14974
"644","01","27","19","00","3.74",13395
"645","01","27","20","00","3.69",12064
"646","01","27","21","00","3.34",12545
"647","01","27","22","00","3.13",11382
"648","01","27","23","00","2.95",9070
"649","01","28","00","00","2.81",5491
"650","01","28","01","00","2.77",3267
"651","01","28","02","00","2.75",2178
"652","01","28","03","00","2.70",1518
"653","01","28","04","00","2.42",1705
"654","01","28","05","00","1.71",3676
"655","01","28","06","00","2.00",11160
"656","01","28","07","00","1.34",19889
"657","01","28","08","00","1.39",23070
"658","01","28","09","00","1.45",21000
"659","01","28","10","00","2.39",17453
"660","01","28","11","00","3.78",16929
"661","01","28","12","00","3.91",17196
"662","01","28","13","00","5.02",16989
"663","01","28","14","00","5.35",18450
"664","01","28","15","00","5.29",18891
"665","01","28","16","00","6.57",16780
"666","01","28","17","00","6.24",20853
"667","01","28","18","00","5.42",26448
"668","01","28","19","00","4.51",27252
"669","01","28","20","00","4.49",25293
"670","01","28","21","00","4.25",24635
"671","01","28","22","00","4.07",23451
"672","01","28","23","00","5.03",16618
"673","01","29","00","00","6.19",10608
"674","01","29","01","00","5.76",5981
"675","01","29","02","00","5.11",3920
"676","01","29","03","00","4.36",2685
"677","01","29","04","00","3.32",2579
"678","01","29","05","00","1.55",4283
"679","01","29","06","00","2.15",12121
"680","01","29","07","00","2.52",21535
"681","01","29","08","00","2.26",24504
"682","01","29","09","00","2.27",22595
"683","01","29","10","00","3.53",19828
"684","01","29","11","00","4.62",19009
"685","01","29","12","00","5.68",19940
"686","01","29","13","00","6.46",19710
"687","01","29","14","00","6.31",21245
"688","01","29","15","00","6.68",20932
"689","01","29","16","00","7.34",17403
"690","01","29","17","00","6.71",21413
"691","01","29","18","00","6.68",27437
"692","01","29","19","00","5.82",28562
"693","01","29","20","00","5.57",28124
"694","01","29","21","00","5.44",28043
"695","01","29","22","00","5.73",26452
"696","01","29","23","00","5.94",23076
"697","01","30","00","00","5.50",15208
"698","01","30","01","00","4.67",9460
"699","01","30","02","00","4.49",6222
"700","01","30","03","00","4.51",4155
"701","01","30","04","00","3.93",3517
"702","01","30","05","00","2.27",4541
"703","01","30","06","00","1.37",11945
"704","01","30","07","00","0.08",22220
"705","01","30","08","00","-0.42",25798
"706","01","30","09","00","0.14",23722
"707","01","30","10","00","0.95",20829
"708","01","30","11","00","1.98",20868
"709","01","30","12","00","3.32",20665
"710","01","30","13","00","3.21",21060
"711","01","30","14","00","4.39",22605
"712","01","30","15","00","4.84",21340
"713","01","30","16","00","5.11",18463
"714","01","30","17","00","3.79",23457
"715","01","30","18","00","3.20",30001
"716","01","30","19","00","2.72",33159
"717","01","30","20","00","2.35",31946
"718","01","30","21","00","1.33",30811
"719","01","30","22","00","1.12",31060
"720","01","30","23","00","0.79",30328
"721","01","31","00","00","0.86",28225
"722","01","31","01","00","1.08",23181
"723","01","31","02","00","1.30",18392
"724","01","31","03","00","2.07",13565
"725","01","31","04","00","2.35",8516
"726","01","31","05","00","2.51",4229
"727","01","31","06","00","2.94",5189
"728","01","31","07","00","1.50",7499
"729","01","31","08","00","1.98",12428
"730","01","31","09","00","1.62",19003
"731","01","31","10","00","2.40",22230
"732","01","31","11","00","4.10",25331
"733","01","31","12","00","3.05",27021
"734","01","31","13","00","1.74",26707
"735","01","31","14","00","4.13",25059
"736","01","31","15","00","5.14",25886
"737","01","31","16","00","5.23",23822
"738","01","31","17","00","4.21",25794
"739","01","31","18","00","3.56",30804
"740","01","31","19","00","2.25",32436
"741","01","31","20","00","2.70",27555
"742","01","31","21","00","2.03",27477
"743","01","31","22","00","1.66",29862
"744","01","31","23","00","1.18",29856
"745","02","01","00","00","0.53",28739
"746","02","01","01","00","0.67",25245
"747","02","01","02","00","2.12",21251
"748","02","01","03","00","1.09",15702
"749","02","01","04","00","1.02",9596
"750","02","01","05","00","0.43",4077
"751","02","01","06","00","0.43",4249
"752","02","01","07","00","0.90",5443
"753","02","01","08","00","0.61",9574
"754","02","01","09","00","1.13",13453
"755","02","01","10","00","1.69",17993
"756","02","01","11","00","2.10",20243
"757","02","01","12","00","1.56",22322
"758","02","01","13","00","1.57",22622
"759","02","01","14","00","2.78",22079
"760","02","01","15","00","2.85",21849
"761","02","01","16","00","3.62",22454
"762","02","01","17","00","3.56",26920
"763","02","01","18","00","2.80",25253
"764","02","01","19","00","1.28",15251
"765","02","01","20","00","0.45",15144
"766","02","01","21","00","0.46",14019
"767","02","01","22","00","1.28",23381
"768","02","01","23","00","1.95",16254
"769","02","02","00","00","1.41",9086
"770","02","02","01","00","1.52",5179
"771","02","02","02","00","0.53",3080
"772","02","02","03","00","0.14",1969
